Index   MJD2000   sma[km]   ecc[--]   incl[rad]   raan[rad]   argper[rad]   manom[rad] 
1 7305 7477.877267496981400 0.067985200000000 1.705050543516804 5.522402066095172 1.680986596146805 5.023235172579259 
2 7305 6901.890353035866600 0.001469000000000 0.610006536206034 0.725389584411318 5.749898278793038 2.935255772589845 
3 7305 7157.951396511838500 0.002202100000000 1.292226070213334 4.801783528745212 4.955269093716952 2.692120683133907 
4 7305 6765.649884822464600 0.000360400000000 1.693758263256401 0.619921758427871 6.003424612072207 5.947851634646495 
5 7305 7032.716324836428600 0.000816500000000 1.716288718570396 3.386187965708160 5.631510542273277 3.961230688719954 
6 7305 7762.008920001392700 0.002069500000000 1.292311591346681 3.511016078866196 2.580951529095763 3.921043530643620 
7 7305 7575.785948614368000 0.001180000000000 1.440664577766199 0.927500917852471 5.147371377385579 0.001175822321732 
8 7305 7850.098940171704300 0.001250100000000 1.292041065312622 4.993535133228402 1.786673970857041 1.846567074551406 
9 7305 6883.256745815772800 0.000135600000000 1.700805902775954 4.939177883806416 5.185443335349751 6.112034054741438 
10 7305 7864.360174033230600 0.003170300000000 1.291660583535687 0.287004634113906 3.028510925228002 3.373541839516401 
11 7305 6875.720849848978100 0.000855800000000 1.701535450403288 1.307058180956634 3.417536985609543 4.374791847749280 
12 7305 7028.088188837297800 0.001721600000000 1.709998551946208 1.330107797297465 5.867022668626023 1.510067258998466 
13 7305 7802.489483796861400 0.004984800000000 1.291264393795485 4.779073159542062 1.488609573478197 2.980209225567120 
14 7305 7141.325923967274300 0.000618100000000 0.785679161407019 2.672675711526274 4.596143861842784 2.352551040391640 
15 7305 7189.381345653380800 0.001588800000000 1.720194765436359 1.137340040172621 1.247459626575301 4.600448991307271 
16 7305 6980.983875519053100 0.000376900000000 0.820243661913515 4.956187851748396 1.530901223371395 0.276056731720469 
17 7305 6963.554323245731200 0.000704800000000 1.707211261130774 0.427307287496894 2.725641465843516 5.449606396108512 
18 7305 7376.688316154235500 0.001975300000000 1.734091076940738 2.293805287468111 1.468795400250065 4.624728019680528 
19 7305 7336.206129565408400 0.003316100000000 1.134265046261587 1.994112234036195 4.888180548452787 1.112917057820280 
20 7305 8400.534930738213000 0.016592500000000 1.131256098631148 2.789158111196926 1.388284673759327 5.070911276944809 
21 7305 6853.324686527325000 0.000618600000000 1.698432254993242 2.296852248112618 4.499775204764120 0.866219816700216 
22 7305 6901.572683507166400 0.001412800000000 0.610154889192454 0.717402237815207 5.704757815641848 4.352159313497905 
23 7305 7018.911433490710800 0.001078200000000 1.715276427604239 2.857358415818297 0.764785288627518 5.942175227762198 
24 7305 7287.240910316624600 0.002109000000000 1.223086597224830 2.970859905186174 5.362391193702449 0.714698599453000 
25 7305 7197.498243011833400 0.000288400000000 1.717684981971992 6.135985706033786 6.050513962913231 3.780736999435320 
26 7305 7787.953508713989300 0.000991600000000 1.441256244382625 0.411852424196438 4.475723382595773 4.892290704014014 
27 7305 7784.675093603817000 0.001316600000000 1.441357473479241 0.332006315004589 3.997888019577183 4.213841862981465 
28 7305 7323.108800273164000 0.005949400000000 1.142112046578553 6.264624610832425 5.648689790156369 4.741821392800524 
29 7305 7018.765738754762400 0.003450900000000 1.709773404472701 1.526833625594239 4.093284696660094 6.148451840960282 
30 7305 7824.724115193318500 0.002880000000000 1.291875259033683 1.532753451482652 4.696344149694008 1.471989320425335 
31 7305 8035.532264405232100 0.001519800000000 1.447911184820480 5.028591936740909 2.068921350227004 5.932044091361679 
32 7305 7159.343824986247500 0.001622600000000 1.292226070213334 0.877072291562236 4.951483175804949 4.748486634285918 
33 7305 7850.459562641330200 0.000926800000000 1.291756576644547 4.459654012570827 5.377385654901214 1.014426326703862 
34 7305 7840.615221843177100 0.006362300000000 0.906927184543065 0.387689562662125 1.076073002048029 3.371550997628559 
35 7305 7108.164148133048000 0.002842000000000 1.748579055061543 5.163904530173578 5.327839584318396 4.674168460800671 
36 7305 7790.853418865555800 0.000230300000000 1.441205629834318 0.594480157379430 0.531506403546147 2.440462977561699 
37 7305 7262.738070506929000 0.001541700000000 1.725135792548755 0.281294237369480 1.373766587602962 6.183792256900336 
38 7305 7956.174913779755100 0.035700400000000 1.441353982820737 4.923213000821340 1.265479486562547 2.477666536376723 
39 7305 7007.936870890886000 0.001717800000000 1.707408483336248 1.248512963584552 1.731531867718403 0.336743760012019 
40 7305 6775.778743753383400 0.000802500000000 0.901272317766604 1.413674893758284 2.045024985203776 1.355353558197613 
41 7305 7009.690163546457400 0.002914000000000 1.707232205081797 1.083450498084154 1.303509517641771 4.587451872169756 
42 7305 7789.882355760401000 0.000553000000000 1.441270207016641 5.247494777033715 4.370741070958314 1.254629035798081 
43 7305 7125.924366336204000 0.000155300000000 0.820341400351627 0.908131834716762 0.777670012862887 0.156342672063529 
44 7305 7845.741148757210800 0.003034600000000 1.291582043719348 3.714132983263022 1.474104972508647 1.440656327233131 
45 7305 7277.949396817026400 0.002125200000000 1.221908499979734 6.103507554726285 4.743346370485122 0.193535367519718 
46 7305 7179.766295853486600 0.005093900000000 1.728195354727501 5.744388542471231 3.988415092672685 2.992983016797253 
47 7305 7818.776592342972400 0.003002900000000 1.292051537288134 6.278323778354031 5.771109881747917 2.762808608746142 
48 7305 7831.935530241821700 0.002058900000000 1.291821153826871 2.450448351109341 5.881792995649095 0.264773509729613 
49 7305 7143.139313128119300 0.000268200000000 1.885709574390738 3.835124978757988 3.664496596597488 4.580161948234030 
50 7305 7286.514179208637000 0.001525400000000 1.220126518813448 5.143716107432034 3.353024336473612 6.036361892972495 
51 7305 7221.178388356475800 0.001387900000000 1.728104597606397 0.072236570425161 2.344260375857327 3.594299829617250 
52 7305 7107.647226588368500 0.005081700000000 1.568576267986360 3.772738170718283 2.965152238211618 0.060188718470831 
53 7305 7859.111068004278400 0.001273500000000 1.291695490120727 6.114529615508094 3.643702393459931 3.014756329302010 
54 7305 6806.063002221544600 0.000472700000000 0.804013845199220 0.028509336803899 1.457950749887267 3.686851784877049 
55 7305 6876.596536989357400 0.001024900000000 1.700910622531074 1.247294081533465 0.979440474970635 1.669339060751191 
56 7305 6974.056384753001100 0.001585500000000 1.703654280115209 4.426308882486712 2.231974215849496 5.486971510570897 
57 7305 7363.678749911259700 0.003388100000000 1.447338716825826 2.962249428120201 2.442794739436311 1.491293193342428 
58 7305 6843.602172738971600 0.001571400000000 1.692969374434500 4.153872644109420 4.077029077293641 2.651278099898208 
59 7305 8164.923774992538700 0.000594900000000 0.907244834466928 5.506146179967296 3.238759904780247 2.525808911500829 
60 7305 7188.460050274022300 0.000239500000000 1.720250615972423 5.173958284968244 1.845074736625625 3.995245453993628 
61 7305 7861.005309060696200 0.002091700000000 1.291763557961555 6.018933635743114 3.912208747723191 1.537982491372363 
62 7305 7784.645724301834000 0.000611200000000 1.441521534428929 0.489811108638656 2.188524805318170 3.954862904383354 
63 7305 6838.341209251844700 0.026446900000000 1.507798667444161 4.912352795557233 5.758945104142805 3.682851044430310 
64 7305 7655.604657611485900 0.095286500000000 1.096407109456578 5.848352951313753 4.871856193686876 3.420272213162153 
65 7305 6903.548672698927500 0.001385100000000 1.702490145504129 1.455823295426725 1.719737787180869 1.468647308755559 
66 7305 7610.917031157064200 0.105483200000000 1.194180454153300 2.856072958123932 5.149875385942064 2.687152428836015 
67 7305 7197.623731055791700 0.019486700000000 1.322310310529960 3.587175729392868 2.824166975466961 1.715667772457329 
68 7305 7028.088188837297800 0.001721600000000 1.709998551946208 1.330107797297465 5.867022668626023 1.510067258998466 
69 7305 7325.517959058109200 0.001690500000000 1.440744862911791 6.196325807042478 3.995674094915079 5.116519600535481 
70 7305 7315.225673034072300 0.004063400000000 1.447797738419100 0.482543178354044 3.747690094378727 0.383890045286382 
71 7305 6897.119600744586900 0.001519400000000 1.700910622531074 0.090193031178285 4.218801190309883 2.725188678905940 
72 7305 7083.405468633210100 0.002171700000000 1.713435105243385 5.209156491652870 0.631792834003608 5.082576370447450 
73 7305 6875.471504516814100 0.000762799999999 1.701535450403288 1.311125328550169 3.855322675515777 0.444444237369601 
74 7305 7354.699313397837600 0.002768700000000 1.447462635202717 5.771319465262203 2.613927432311287 1.296319426152147 
75 7305 7828.742113676292300 0.003078800000000 1.291807191192855 1.790504523849940 5.665372049959855 4.826999315117585 
76 7305 6878.260709024350000 0.000885400000000 1.701495307830492 1.279984755271791 3.447637909226938 3.381766718926115 
77 7305 6980.130859830935200 0.002427500000000 0.698070614273912 3.527117637455483 4.689537377179833 3.909658771404577 
78 7305 7141.237616470420100 0.000230300000000 1.508289104963972 4.514605918179051 2.495082412840967 6.136779589985680 
79 7305 7028.578883683531800 0.000521600000000 1.713885400190400 1.658791094551376 4.822638750413793 2.192486894151057 
80 7305 6890.717195226695400 0.001523200000000 1.700860007982766 0.167945409934020 3.889364809766861 2.327829896217571 
81 7305 7367.182029865131900 0.003286900000000 1.447425983288426 2.617286368469124 3.297252366919620 2.321956737422685 
82 7305 7822.145264841124100 0.002642100000000 1.292147530396994 0.881205332344873 3.060554768522949 0.271951495635368 
83 7305 6984.108788899231500 0.001900900000000 1.440514479450528 5.676809596622022 3.912806720179607 0.254149560435793 
84 7305 7790.455159719938800 0.000904900000000 1.441615782208536 5.525899904311306 4.515156894994973 3.457617407065393 
85 7305 6880.453995836586700 0.001129400000000 1.700727362959615 1.144032860814455 4.824168540401525 2.362420163380967 
86 7305 7070.696270416982800 0.001948800000000 1.709295184257655 2.208350279908936 2.794098596921771 5.204975464366058 
87 7305 7188.865249284880500 0.001530300000000 1.720329155788763 1.184843585591374 1.240559750003494 0.345033574360124 
88 7305 7642.405911356310800 0.132984100000000 0.870765707770995 5.810543391253518 6.265505534821043 4.165399514854506 
89 7305 7366.965587527914100 0.001024500000000 1.447352679459842 4.696088276427501 0.597037798719147 4.800388716421393 
90 7305 7193.961051091042500 0.000209900000000 1.721254180292320 5.185860095284422 2.432059598463483 3.395096421167207 
91 7305 7161.446884091373200 0.000461600000000 0.786092804439742 2.299069259320014 3.804521701551384 2.607263258610037 
92 7305 7818.911116846888000 0.005884800000000 1.291550627792812 5.542716439927926 2.124545929944888 5.322235742846702 
93 7305 7108.164148133048000 0.002842000000000 1.748579055061543 5.163904530173578 5.327839584318396 4.674168460800671 
94 7305 7189.381345653380800 0.001588800000000 1.720194765436359 1.137340040172621 1.247459626575301 4.600448991307271 
95 7305 7797.087156676346200 0.001236500000000 1.441676868732356 5.905681604197732 4.706596820156699 3.747530385412802 
96 7305 6851.611282233783600 0.002595700000000 1.700875715946034 1.368770450471924 5.671011686947696 3.701713800991995 
97 7305 7156.037552726597800 0.001252300000000 1.720074337717972 3.651609648218742 1.212610757613372 4.514827664921487 
98 7305 7822.795265619719400 0.002022300000000 1.291651856889428 1.131460169440416 2.329254046810713 4.337816784754419 
99 7305 7190.945407108519200 0.000118000000000 1.724158408167638 5.665377848233696 1.902039840723913 2.198293453689055 
100 7305 7287.794169131473600 0.000466400000000 1.733122419205881 6.068888801406803 1.919960630587312 5.165772482678964 
